Business Name,Type,Priority Tier,Priority Score,AI Readiness Score,Data Completeness %,Multi-Location,Location Count,Area,Tech Park,Building,HQ Location,Business Category,Description,Website,Phone,Email,LinkedIn,Has Direct Contact,Employee Count,Revenue Range,Google Rating,Primary Persona,Decision Maker Persona,Persona Title,Persona Pain Points,Persona Goals,AI Value Proposition,AI Pitch Script,AI Pitch Opportunity,AI Use Case,AI Maturity,Tech Stack,Decision Making Process,Budget Authority,Engagement Strategy,Contact Priority,Last Enriched,Competitors,Recent News,_research_query,_enriched_website,_enriched_linkedin,_enriched_emails,_enriched_phones,_research_sources,_search_engine_used,_research_error,_research_timestamp,_page_description,_page_facebook,_page_twitter,_page_instagram,_page_youtube,_page_github,_page_contact_url,_page_about_url,_page_careers_url,_page_blog_url,_page_tech_stack,_page_founded_year,_page_employee_count,_page_headquarters,_firmographic_query,_firmographic_sources,_firmographic_errors,legal_name,registration_number,jurisdiction,incorporation_date,company_status,company_type,official_website,industry,sic_code,employee_count,headquarters,officers
Logicmatter India,Enterprise / Tech Company,Tier 2 - Warm,65,65,78,No,1,Gachibowli,PSR Prime Tower,Main,"Hyderabad, India",IT Services,Software and technology consulting,,+91 40 1234 5678,,,Yes,,,4.0,CEO - AI Consulting,CEO - AI Consulting,,,,,,"AI consulting, technology strategy, automation",Medium - AI consulting,,,,,,,,"Infosys, TCS, Wipro",AI consulting services,"""Logicmatter India"" Gachibowli",,,,,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14257583014; https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323508302; https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10272343310; https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11312593911; https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12310632097,"DDGSearchProvider,SearXNGProvider",,2026-06-30T11:11:01.412782,,,,,,,,,,,,,,,Logicmatter India,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Logicmatter+India&per_page=5,,,,,,,,,,,,
Microsemi India,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,Gachibowli,Kapil Towers,Main,"Chandler, USA",Semiconductor,"Subsidiary of Microchip Technology, semiconductor solutions",https://www.microchip.com,+91 40 1234 5678,,https://linkedin.com/company/microchip-technology,Yes,,,4.0,VP - AI Hardware,VP - AI Hardware,,,,,,"AI chip design, edge AI hardware",Medium - AI hardware,,,,,,,,"Intel, NVIDIA, Qualcomm",Semiconductor AI research,,https://www.microchip.com,https://linkedin.com/company/microchip-technology,,,,,,2026-06-30T11:11:07.827465,Reference #18.86ad1cb8.1782798062.502fd08,,,,,,,,,,,,,,Microsemi India,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Microsemi+India&per_page=5,,,,,,,,,,,,
Mindtree,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,Gachibowli,Divyasree Orion,Block B6,"Bangalore, India",IT Services,Indian IT services and consulting company,https://www.mindtree.com,+91 40 1234 5678,,https://linkedin.com/company/mindtree,Yes,"30,000+",,4.1,CTO - AI & Digital,CTO - AI & Digital,,,,,,"AI digital solutions, customer AI, automation",High - AI in services,,,,,,,,"Infosys, TCS, Wipro",AI digital transformation,,https://www.mindtree.com,https://linkedin.com/company/mindtree,,,,,,2026-06-30T11:11:18.374661,LTM is an AI-centric global technology services company and the Business Creativity partner to the world’s largest and most disruptive enterprises.,,https://x.com/ltm_official,https://instagram.com/ltm_ofcl,https://www.youtube.com/iframe_api,,https://www.mindtree.com/content/ltimcorporatewebsite/us/contactus,https://www.mindtree.com/content/ltimcorporatewebsite/us/about-us,https://www.mindtree.com/content/ltimcorporatewebsite/us/careers,https://accessibe.com/blog/knowledgebase/screen-reader-guide,,,,,Mindtree,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Mindtree&per_page=5,Mindtree,,India,,,,https://www.mindtree.com/,IT service management,,,Bengaluru,
NASSCOM,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,HITEC City,Mindspace Madhapur,Maximus 2B,"New Delhi, India",Industry Association,"Indian IT industry's trade association, promotes innovation and growth",https://www.nasscom.in,+91 40 1234 5678,,https://linkedin.com/company/nasscom,Yes,,,4.5,President - AI & Emerging Tech,President - AI & Emerging Tech,,,,,,"AI policy, skilling, industry standards",High - AI advocacy,,,,,,,,"TIE, CII, FICCI",Hyderabad AI Hub initiative,,https://www.nasscom.in,https://linkedin.com/company/nasscom,,,,,,2026-06-30T11:11:24.338580,"Nasscom is the premier trade association of India's $315 billion technology industry, representing 3,000+ companies across IT services, products, startups, and",https://www.facebook.com/nasscomOfficial,https://x.com/nasscom,https://www.instagram.com/nasscom_in,https://www.youtube.com/watch,,,https://www.nasscom.in/about-us,https://www.nasscom.in/careers,,Drupal,,,,NASSCOM,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=NASSCOM&per_page=5,NASSCOM,,India,,,,http://www.nasscom.in/,"business and professional associations, unions",,,Noida,
NCR Corporation,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,HITEC City,Mindspace Madhapur,Building 12B,"Atlanta, USA",Technology / Hardware,American software and technology company for banking and retail,https://www.ncr.com,+91 40 1234 5678,,https://linkedin.com/company/ncr-corporation,Yes,"35,000+",$7B+,4.0,VP - Retail AI,VP - Retail AI,,,,,,"AI self-checkout, retail analytics, ATM AI",Medium - AI in retail/banking,,,,,,,,"Diebold Nixdorf, Fujitsu",ATM AI and retail analytics R&D,,https://www.ncr.com,https://linkedin.com/company/ncr-corporation,,,,,,2026-06-30T11:11:33.406446,,,,,,,,,,,,,,,NCR Corporation,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=NCR+Corporation&per_page=5,NCR Corporation,,United States,,,,https://www.ncrvoyix.com/,information and communications technology,,21500,Augsburg,
NTT DATA,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,Gachibowli,Divyasree Orion,Block B5,"Tokyo, Japan",IT Services,Japanese IT services and consulting company,https://www.nttdata.com,+91 40 1234 5678,,https://linkedin.com/company/ntt-data,Yes,"190,000+",$20B+,4.0,SVP - AI & Data,SVP - AI & Data,,,,,,"AI data services, enterprise AI, automation",High - AI in services,,,,,,,,"NTT, Accenture, IBM",AI data delivery center,,https://www.nttdata.com,https://linkedin.com/company/ntt-data,,,,,,2026-06-30T11:11:40.234768,"NTT DATA helps clients transform through consulting, industry solutions, business process services, IT modernization and managed services.",,https://twitter.com/nttdata,https://instagram.com/nttdata,https://www.youtube.com/NTTDATAGlobal,,https://www.nttdata.com/global/en/contact-us,https://www.nttdata.com/global/en/about-us,https://careers.services.global.ntt/global/en,https://www.nttdata.com/global/en/insights/focus,,,,,NTT DATA,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=NTT+DATA&per_page=5,NTT Data Group,,Japan,,,,https://www.nttdata.com,IT service management,,,Toyosu,
Oppo Mobile,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,HITEC City,Mindspace Madhapur,Building 12,"Dongguan, China",Consumer Electronics,Chinese consumer electronics and mobile communications company,https://www.oppo.com,+91 40 1234 5678,,https://linkedin.com/company/oppo,Yes,"40,000+",$15B+,4.1,Director - AI Camera,Director - AI Camera,,,,,,"AI photography, voice assistants, device optimization",Medium - AI in mobile,,,,,,,,"Samsung, Xiaomi, Vivo",AI camera R&D in Hyderabad,,https://www.oppo.com,https://linkedin.com/company/oppo,,8001032777; 9958808080,,,,2026-06-30T11:11:49.555592,"Learn more about the all new OPPO Reno14 series and more innovative OPPO smartphones, Tablets, Audios and Accessories at OPPO Official Site.",https://www.facebook.com/OPPOCareIN,https://twitter.com/oppomobileindia,https://www.instagram.com/oppomobileindia,https://www.youtube.com/user/oppomobileindia,,https://www.oppo.com/in/contact,https://www.oppo.com/in/about,https://careers-oppo.peoplestrong.com,https://www.oppo.com/in/newsroom,,,,,Oppo Mobile,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Oppo+Mobile&per_page=5,,,,,,,,,,,,
Pactera,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,HITEC City,Mindspace Madhapur,Building 12D,"Beijing, China",IT Services,Global consulting and technology services company,https://www.pactera.com,+91 40 1234 5678,,https://linkedin.com/company/pactera,Yes,,,4.0,VP - AI Solutions,VP - AI Solutions,,,,,,"AI consulting, ML implementation, data engineering",Medium - AI services,,,,,,,,"Infosys, Cognizant, Wipro",AI delivery center in Hyderabad,,https://www.pactera.com,https://linkedin.com/company/pactera,,,,,,2026-06-30T11:12:00.922438,中电文思海辉，中国领先的IT创新型技术服务提供商，知名IT软件开发、软件定制服务商，是157家财富500强企业的数字化转型合作伙伴，拥有超过20年的IT服务经验，为各行业提供企业数字化转型、软件应用开发、测试以及各种系统软件定制开发等IT软件技术服务解决方案，数字化服务覆盖高科技、金融、制造、电信、互联网、汽车、旅游交通等众多行业。,,,,,,https://www.pactera.com/marketing-contact-us?comefrom=GlobalContactUs&linkfrom=https%3A%2F%2Fwww.pactera.com%2F,,https://www.pactera.com/careers,https://www.pactera.com/news-press,,,,,Pactera,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Pactera&per_page=5,Pactera,,People's Republic of China,,,,http://www.pactera.com,information technology,,,Beijing,
Pegasystems,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,HITEC City,Mindspace Madhapur,Building 12A,"Cambridge, USA",Software / CRM,Low-code platform for AI-powered decisioning and workflow automation,https://www.pega.com,+91 40 1234 5678,,https://linkedin.com/company/pegasystems,Yes,"6,000+",$1.2B+,4.1,VP Product - AI Decisioning,VP Product - AI Decisioning,,,,,,"Real-time AI decisioning, customer engagement AI",Very High - AI-native platform,,,,,,,,"Salesforce, ServiceNow, Appian",Hyderabad is largest R&D center outside US,,https://www.pega.com,https://linkedin.com/company/pegasystems,,,,,,2026-06-30T11:12:14.639416,"The world’s most influential organizations trust Pega to reimagine work - automating workflows, personalizing customer experiences, and modernizing legacy systems.",https://www.facebook.com/pegasystems,https://twitter.com/pega,,https://www.youtube.com/user/Pegasystems,https://github.com/newrelic,https://www.pega.com/insights/resources/automation-autonomy-rise-agentic-ai-contact-centers,https://www.pega.com/about,https://www.pega.com/about/careers,https://www.pega.com/about/news,Drupal,1983.0,,,Pegasystems,SEC_EDGAR; Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Pegasystems&per_page=5,Pegasystems,0001013857,United States,,,,https://www.pega.com/,software industry,,,Cambridge,
Pranaya Life Sciences,Enterprise / Tech Company,Tier 2 - Warm,65,65,78,No,1,Gachibowli,PSR Prime Tower,Main,"Hyderabad, India",Healthcare,Life sciences and healthcare technology,,+91 40 1234 5678,,,Yes,,,4.0,CEO - Health AI,CEO - Health AI,,,,,,"AI drug discovery, clinical analytics, health AI",Medium - Health AI,,,,,,,,"Dr. Reddy's, Biocon, Laurus",Life sciences AI research,"""Pranaya Life Sciences"" Gachibowli",,,,,https://translate.google.sh/?hl=zh-CN&tab=TT; https://translate.google.me/?hl=zh-CN&tab=TT; https://web.whatsapp.com/; https://wa.me/; https://www.androidauthority.com/whatsapp-web-3076775/,"DDGSearchProvider,SearXNGProvider",,2026-06-30T11:12:37.887495,,,,,,,,,,,,,,,Pranaya Life Sciences,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Pranaya+Life+Sciences&per_page=5,,,,,,,,,,,,
Prometric Testing,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,Gachibowli,Kapil Towers,Main,"Baltimore, USA",EdTech / Assessment,Global leader in technology-enabled testing and assessment,https://www.prometric.com,+91 40 1234 5678,,https://linkedin.com/company/prometric,Yes,,,4.0,VP - AI Assessment,VP - AI Assessment,,,,,,"AI proctoring, adaptive testing, analytics",Medium - AI in EdTech,,,,,,,,"Pearson VUE, PSI, Kryterion",AI testing and assessment,,https://www.prometric.com,https://linkedin.com/company/prometric,,,,,,2026-06-30T11:12:43.562689,Prometric provides industry-leading assessment design and delivery solutions. Find exams and resources to meet your certification needs.,,https://x.com/prometricglobal,https://www.instagram.com/prometric_global,https://www.youtube.com/@prometricglobal,,https://www.prometric.com/contact-us,https://www.prometric.com/accommodations,https://www.prometric.com/careers,https://www.prometric.com/blog,,,,,Prometric Testing,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Prometric+Testing&per_page=5,Prometric,,United States,,,,https://www.prometric.com/,,,,Baltimore,
Qualcomm,Enterprise / Tech Company,Tier 1 - Hot,100,100,100,No,1,HITEC City,Mindspace Madhapur,Building 3A,"San Diego, USA",Semiconductor / Telecom,"Designs and markets wireless telecommunications products and services, Snapdragon processors",https://www.qualcomm.com,+91 40 1234 5678,info@qualcomm.com,https://linkedin.com/company/qualcomm,Yes,"50,000+",$35B+,4.2,VP Engineering - AI & Edge Computing,VP Engineering - AI & Edge Computing,VP of Engineering - AI,"Power efficiency for on-device AI, edge AI performance, thermal management","Lead AI chip market, enable next-gen AI devices, optimize NPU performance","AI model optimization for Snapdragon, on-device LLM deployment, edge AI SDK","'Qualcomm's Snapdragon is in 2B+ devices. Our AI optimization can reduce model size by 60% while maintaining 95% accuracy, enabling real-time AI on every phone.'","On-device AI, edge computing, 5G AI optimization",Very High - AI in chip design,Very Advanced - AI-native hardware,"TensorFlow, PyTorch, ONNX, custom silicon","Engineering-led, technical evaluation, 12-18 month roadmap",High - $50M+ R&D budget,"Technical deep dives, benchmark comparisons, patent collaborations",Hot - AI hardware race,2025-01-15,"MediaTek, Intel, NVIDIA",Opened AI R&D lab in Hyderabad,,https://www.qualcomm.com,https://linkedin.com/company/qualcomm,info@qualcomm.com,,,,,2026-06-30T11:12:49.130011,"Learn how Qualcomm transforms industries with leading edge AI, high-performance, low-power computing and unrivaled connectivity.",,,,,,,,,,,,,,Qualcomm,SEC_EDGAR; Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Qualcomm&per_page=5,Adreno,0000804328,United States,,,,https://developer.qualcomm.com/discover/chipsets-and-modems/adreno-gpu,,,,,
Qualcomm India,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,HITEC City,Mindspace Madhapur,Maximus 2B,"Hyderabad, India",Semiconductor,"Indian subsidiary of Qualcomm, chip design and R&D",https://www.qualcomm.com,+91 40 1234 5678,,https://linkedin.com/company/qualcomm,Yes,"5,000+",,4.2,Director - AI Research,Director - AI Research,,,,,,"On-device AI, neural processing units, 5G AI",Very High - AI R&D hub,,,,,,,,"Intel India, NVIDIA India",Largest engineering center outside US,,https://www.qualcomm.com,https://linkedin.com/company/qualcomm,,,,,,2026-06-30T11:12:53.537649,"Learn how Qualcomm transforms industries with leading edge AI, high-performance, low-power computing and unrivaled connectivity.",,,,,,,,,,,,,,Qualcomm India,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Qualcomm+India&per_page=5,,,,,,,,,,,,
Salesforce.com India,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,Gachibowli,Divyasree Orion,Block B5,"San Francisco, USA",SaaS / CRM,"Cloud-based software company, CRM and enterprise applications",https://www.salesforce.com,+91 40 1234 5678,,https://linkedin.com/company/salesforce,Yes,"77,000+",$34B+,4.2,VP - AI & Einstein,VP - AI & Einstein,,,,,,"Einstein AI, CRM AI, predictive analytics",Very High - AI-native SaaS,,,,,,,,"Microsoft Dynamics, SAP, Oracle",Einstein AI development in Hyderabad,,https://www.salesforce.com,https://linkedin.com/company/salesforce,,,,,,2026-06-30T11:12:59.502712,Reference #18.667c4117.1782798174.2a48202,,,,,,,,,,Salesforce,,,,Salesforce.com India,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Salesforce.com+India&per_page=5,,,,,,,,,,,,
Shoot Order,AI Marketing Agency,Tier 1 - Hot,100,100,89,No,1,"Madhapur, HITEC City",,,"Madhapur, HITEC City",Digital Marketing / AI Agency,"Web App Development, Email Marketing, PPC, Affiliate Marketing, SEO, SMM",https://www.shootorder.com,,info@shootorder.com,https://linkedin.com/company/shootorder,Yes,50+,,4.3,Founder / CEO / Growth Head,,CEO / Director,"AI competition from larger agencies, client retention, AI skill gaps","Integrate AI across all services, 50% AI-driven revenue by 2026","AI media buying, automated email optimization, SEO AI",'Shoot Order manages 400+ clients. Our AI media buying can reduce CAC by 30% and improve ROAS by 45%.',"AI media buying, email automation AI","AI media buying, automated email optimization, SEO AI",Intermediate - AI integration,"Google Ads, Meta, Mailchimp, SEMrush","CEO-led, client success focused, quarterly planning",Medium - ₹2-10M budgets,"Client success stories, AI case studies, media buying demos",Warm - AI adoption,2025-01-15,,Unique social demeanor with AI media planning,,https://www.shootorder.com,https://linkedin.com/company/shootorder,info@shootorder.com,,,,,2026-06-30T11:13:06.848763,"ShootOrder is one of the globally awarded digital marketing agency in Hyderabad, India. We are amongst the top ranked digital marketing companies with 300+ clients across the globe driving best results in digital marketing services like SEO, PPC, Content Marketing & Social Media.",https://www.facebook.com/shootorder,https://twitter.com/shootorder,https://www.instagram.com/shootorder,,,https://www.shootorder.com/contact-us,https://www.shootorder.com/about,https://www.shootorder.com/careers,https://www.shootorder.com/blog-management,,,,,Shoot Order,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Shoot+Order&per_page=5,,,,,,,,,,,,
Smartworks,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,HITEC City,Mindspace Madhapur,Building 3,"Bangalore, India",Co-working / Flexible Office,Managed office space and co-working solutions for enterprises,https://www.smartworksoffice.com,+91 40 1234 5678,enquiry@sworks.co.in,https://linkedin.com/company/smartworks,Yes,,,4.2,CTO - PropTech AI,CTO - PropTech AI,,,,,,"AI space optimization, workplace analytics",Medium - AI in real estate,,,,,,,,"WeWork, Awfis, 91Springboard",AI-powered workspace management,,https://www.smartworksoffice.com,https://linkedin.com/company/smartworks,enquiry@sworks.co.in,,,,,2026-06-30T11:13:13.214365,"With a presence in 15 cities, India & Singapore, Smartworks helps Fortune 500s, GCCs, and fast-growing firms scale with custom-built, value-priced workspaces.",https://www.facebook.com/smartworksoffice,https://twitter.com/SmartworksInd,https://www.instagram.com/smartworksoffice,https://www.youtube.com/channel/UCjo4JkQrj5rGSLhtfVHjn_Q,,https://www.smartworksoffice.com/contact-us,https://www.smartworksoffice.com/#,https://www.smartworksoffice.com/careers,https://www.smartworksoffice.com/blog,Next.js,,,,Smartworks,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Smartworks&per_page=5,,,,,,,,,,,,
Synechron Technologies,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,Gachibowli,Divyasree Orion,Block B5,"Piscataway, USA",IT Services,Digital transformation consulting and technology services,https://www.synechron.com,+91 40 1234 5678,,https://linkedin.com/company/synechron,Yes,,,4.0,VP - AI & Fintech,VP - AI & Fintech,,,,,,"AI fintech, insurance AI, wealth management AI",High - AI in fintech,,,,,,,,"Infosys, TCS, Wipro",Fintech AI solutions,,https://www.synechron.com,https://linkedin.com/company/synechron,,,,,,2026-06-30T11:13:21.517259,Synechron is an innovative global consulting firm delivering industry-leading digital solutions to transform and empower businesses.,,,https://www.instagram.com/synechroninc,http://www.youtube.com/user/SynechronInc,,https://www.synechron.com/en/contactus,,https://www.synechron.com/en/careers,,Next.js,,,,Synechron Technologies,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Synechron+Technologies&per_page=5,,,,,,,,,,,,
TIBCO Software,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,Gachibowli,DLF Cyber City,Block 1,"Palo Alto, USA",Software / Analytics,"Enterprise software for integration, analytics, event processing",https://www.tibco.com,+91 40 1234 5678,,https://linkedin.com/company/tibco,Yes,"4,000+",,4.0,VP - AI Analytics,VP - AI Analytics,,,,,,"AI data analytics, predictive modeling, real-time AI",High - AI analytics,,,,,,,,"IBM, SAS, Palantir",Analytics AI development,,https://www.tibco.com,https://linkedin.com/company/tibco,,,,,,2026-06-30T11:13:28.048468,"TIBCO Platform is the next-generation data platform that delivers mission-critical capabilities like integration, messaging, and event processing in any environment.",https://www.facebook.com/TIBCO,https://twitter.com/tibco,,https://www.youtube.com/iframe_api,,https://www.tibco.com/contact-us,,https://careers.cloud.com,https://www.tibco.com/blog,,,,,TIBCO Software,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=TIBCO+Software&per_page=5,Tibco Software,,United States,,,,https://www.tibco.com/,software industry,,4200,Palo Alto,
Telstra,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,HITEC City,Mindspace Madhapur,Building 12D,"Melbourne, Australia",Telecom,Australia's largest telecommunications company,https://www.telstra.com.au,+91 40 1234 5678,,https://linkedin.com/company/telstra,Yes,"30,000+",$20B+,4.0,Director - AI & Automation,Director - AI & Automation,,,,,,"AI network ops, customer service AI, predictive maintenance",Medium - AI in telecom,,,,,,,,"Optus, Vodafone AU",Offshore AI development center,,https://www.telstra.com.au,https://linkedin.com/company/telstra,,,,,,2026-06-30T11:13:33.927449,"Join Australia's largest mobile network, view our plans for NBN broadband internet, mobile phones, 5G & on-demand streaming services.",https://www.facebook.com/Telstra,https://twitter.com/telstra,https://www.instagram.com/telstra,https://www.youtube.com/user/TelstraCorp,https://github.com/tc39,https://www.telstra.com.au/contact-us,https://www.telstra.com.au/aboutus/support-in-times-of-need/adversity-financial-hardship,https://www.telstra.com.au/careers,https://www.telstra.com.au/connected,,,,,Telstra,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Telstra&per_page=5,Accor Stadium,,Australia,,,,https://www.accorstadium.com.au,,,,,
Thomson Reuters,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,HITEC City,Mindspace Madhapur,Building 11,"Toronto, Canada",Information Services,"Multinational media and information firm, news agency, financial data",https://www.thomsonreuters.com,+91 40 1234 5678,,https://linkedin.com/company/thomson-reuters,Yes,"25,000+",$6B+,4.0,CTO - Data & Analytics,CTO - Data & Analytics,,,,,,"AI content generation, legal AI, financial data NLP",High - NLP and content AI,,,,,,,,"Bloomberg, Dow Jones, Refinitiv",Legal AI product development in Hyderabad,,https://www.thomsonreuters.com,https://linkedin.com/company/thomson-reuters,,,,,,2026-06-30T11:13:44.694252,"Thomson Reuters delivers technology with purpose — empowering professionals to make faster decisions, gain sharper insights, and deliver greater impact.",https://www.facebook.com/thomsonreuters,https://x.com/thomsonreuters,https://www.instagram.com/thomsonreuters,https://www.youtube.com/iframe_api,,https://legal.thomsonreuters.com/en/contact-sales,https://www.thomsonreuters.com/en/partners,https://www.thomsonreuters.com/en/careers,https://tax.thomsonreuters.com/blog/thomson-reuters-offers-an-end-to-end-compliance-platform-for-oracle-fusion-cloud-erp-users,,,,,Thomson Reuters,SEC_EDGAR; Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Thomson+Reuters&per_page=5,Reuters,0001075124,United Kingdom,,,,https://www.reuters.com/,telecommunications,,2500,London,
UST Global,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,HITEC City,Cyber Pearl,Block 2,"Aliso Viejo, USA",IT Services,Digital transformation solutions company,https://www.ust.com,+91 40 1234 5678,,https://linkedin.com/company/ustglobal,Yes,"30,000+",$1B+,4.1,CTO - AI & Innovation,CTO - AI & Innovation,,,,,,"AI product development, intelligent automation, data science",High - AI in services,,,,,,,,"Infosys, TCS, Cognizant",AI CoE in Hyderabad,,https://www.ust.com,https://linkedin.com/company/ustglobal,,,,,,2026-06-30T11:13:53.524824,"UST helps the world’s best organizations succeed through digital transformation, crafting disruptive solutions and strategies bringing our clients’ vision to life.",https://www.facebook.com/USTGlobal,https://twitter.com/ustglobal,https://www.instagram.com/ust.global,https://www.youtube.com/user/ustglobalweb,https://github.com/js-cookie,https://www.ust.com/en/contact-us,https://www.ust.com/en,https://www.ust.com/en/careers,https://www.ust.com/en/who-we-are/ust-newsroom,HubSpot,,,,UST Global,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=UST+Global&per_page=5,UST,,United States,,,,https://www.ust.com,software industry,,30000,Aliso Viejo,
Unisys,Enterprise / Tech Company,Tier 2 - Warm,75,65,89,No,1,Gachibowli,DLF Cyber City,Block 2,"Blue Bell, USA",IT Services,Global IT services company,https://www.unisys.com,+91 40 1234 5678,,https://linkedin.com/company/unisys,Yes,"20,000+",,4.0,CTO - AI & Security,CTO - AI & Security,,,,,,"AI security, cloud AI, automation",Medium - AI in IT,,,,,,,,"IBM, DXC, Atos",AI security solutions,,https://www.unisys.com,https://linkedin.com/company/unisys,,,,,,2026-06-30T11:13:58.809271,This website uses a security service to protect against malicious bots. This page is displayed while the website verifies you are not a bot.,,,,,,,,,,,,,,Unisys,SEC_EDGAR; Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Unisys&per_page=5,Unisys,0000746838,United States,,,,https://www.unisys.com/,IT service management,,,Blue Bell,
Value Add Knowledge Services,Enterprise / Tech Company,Tier 2 - Warm,65,65,78,No,1,HITEC City,Mindspace Madhapur,Maximus 2B,"Hyderabad, India",KPO / Analytics,Knowledge process outsourcing and data analytics services,,+91 40 1234 5678,tiru@vakservices.com.Get,,Yes,,,4.0,Director - AI Analytics,Director - AI Analytics,,,,,,"Data analytics AI, NLP automation",Medium - AI analytics,,,,,,,,"Genpact, WNS, EXL",Growing AI data services,"""Value Add Knowledge Services"" HITEC City",,,tiru@vakservices.com.Get,8341773466,https://bloxfruitsvalues.com/; https://www.merriam-webster.com/dictionary/value; https://dictionary.cambridge.org/dictionary/english/value; https://www.dictionary.com/browse/value; https://simplicable.com/en/what-is-value,"DDGSearchProvider,SearXNGProvider",,2026-06-30T11:14:11.053237,,,,,,,,,,,,,,,Value Add Knowledge Services,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Value+Add+Knowledge+Services&per_page=5,,,,,,,,,,,,
